"","text","score","polarity"
"1065","@MollyJongFast To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1066","@DutchyPatrick To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1efshv",0,"Netral"
"1067","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/bO6OevGnZx via @YahooNews https://t.co/Ld4nmOsOsd",-1,"Negatif"
"1068","@realTuckFrumper To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1069","Rabid antisemite rapper Kanye West intends to run for US president in 2024.
The man who has legally changed his name to Ye, posted a video of his campaign logo to social media, alongside the caption Ye 24.
He also claimed to have asked Donald Trump to be his running mate. https://t.co/djYnI94v2p",0,"Netral"
"1070","@AlbionPhil Donald Trump 2024",0,"Netral"
"1071","Ex-Trump Official Predicts How And Why Donald Trump Would Lose In 2024 https://t.co/rBG52vigtQ via @YahooNews",0,"Netral"
"1072","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/1uv3ElM2yd",-1,"Negatif"
"1073","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says
https://t.co/IatcS8sU42 #trumpcrimefamily #donaldtrump #trump",-1,"Negatif"
"1074","Donald Trump’s fake ""2024 campaign"" is tanking already https://t.co/41kiQtnIqz via @PalmerReport 'Trump obviously only made this phony announcement so that when the DOJ Special Counsel indicts him, he can milk his supporters for money...'",-2,"Negatif"
"1075","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #SmartNews . One loser, yelling at another loser, two pathetic losers that decent people want nothing to do with. Go away. https://t.co/PIgvHLSDrF",-2,"Negatif"
"1076","@GOPChairwoman To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1077","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #SmartNews  https://t.co/OhS9T9STkC",-1,"Negatif"
"1078","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/tPS0R9J8tO https://t.co/Zi2aWVvYFV",-1,"Negatif"
"1079","@GOP To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1080","@RNCResearch To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1ex3G5",0,"Netral"
"1081","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message - https://t.co/fCuk8XYsw1 https://t.co/EQLDUVZ6mP",0,"Netral"
"1082","@GOP To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1efshv",0,"Netral"
"1083","@GOP To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1084","@RobertKort1 To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1ex3G5",0,"Netral"
"1085","@realTuckFrumper To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1efshv",0,"Netral"
"1086","@Mariah2732 @OccupyDemocrats To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1087","@JoyVBehar To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1efshv",0,"Netral"
"1088","Andy Vermaut shares:Kanye West Hints At Another Run In 2024 Presidential Elections: The rapper and fashion designer Kanye West has suggested he will run for president in 2024 and wants Donald Trump to be his running mate. https://t.co/ChEmfQKd9N Thank you. https://t.co/d87DKGvNp2",0,"Netral"
"1089","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/UQCQKh4lco",-2,"Negatif"
"1090","#LowEnergy
#YesterdaysNews
#So200Like

 Don’t fall for this #Grifter #PowerHungryWannaBeDictator ‼️

Donald Trump announces a White House bid for 2024 - CNNPolitics https://t.co/IcAe6pR5Lo",-1,"Negatif"
"1091","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/1bbw8GBntF Mulvaney predicted a ""very crowded Republican field"" going forward just like in 2016, then trump gets the nomination, b/c he will get 33% of the vote",0,"Netral"
"1092","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president.

I can't imagine the amount of Dunning-Krueger  effect in the room with these two.

https://t.co/akOiU53PlA via @businessinsider",-1,"Negatif"
"1093","@donwinslow To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1094","@robreiner To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1ex3G5",0,"Netral"
"1095","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/yJf25T2Ru4 #democrats #metoo #midterm #maga #democracy",-2,"Negatif"
"1096","2 Les Incompétents!  Would have liked to have been catsup on that wall!!

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/OLRd7vVkTd",0,"Netral"
"1097","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/9b2X96NzEp It wouldn't be Republican v. Democrat, it would be Good v. Evil in America.",0,"Netral"
"1098","Donald Trump’s fake ""2024 campaign"" is tanking already https://t.co/oY3NbrLGqZ via @PalmerReport",-1,"Negatif"
"1099","📰 Kanye West signals 2024 White House run, wants Donald Trump for his vice-president 

Powered by https://t.co/PtyRcaV0eT

https://t.co/eo9auYnSke",0,"Netral"
"1100","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/qdM89qIVDe",-1,"Negatif"
"1101","Midterms free of feared chaos as voting experts look to 2024 https://t.co/d7i1Mc4Z6U",0,"Netral"
"1102","Kanye West signals 2024 White House run, wants Donald Trump for his vice-president #Buzzerly #TwitterAlternative https://t.co/nmDxDho7Sz",0,"Netral"
"1103","@BillBburkie55 @fluxus2 Looks like Trump currently has the advantage, but I expect the establishment to disqualify him.

""Former President Donald Trump holds a lead of 30 percentage points over his potential challenger, Florida Gov. Ron DeSantis...""
https://t.co/LGSER5XuxG",2,"Positif"
"1104","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/VoUYYlrsEm",-1,"Negatif"
"1105","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #SmartNews  https://t.co/Wp7KHe5ZEv",-1,"Negatif"
"1106","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/gHD44OIm8G",0,"Netral"
"1107","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/EVuUPyLWwz via @YahooNews",-1,"Negatif"
"1108","In general, most people in the US don't want Joe Biden nor Donald Trump to seek the White House again. More ➡️ https://t.co/UrUtMtxjt0 https://t.co/yaoXrFB1DI",0,"Netral"
"1109","@tribelaw This shit needs to stop you been harassing president trump for six fn years the public is ttired of it. Get a fn life. We support Donald trump get that through your ameba brain. Trump 2024 best president ever.",1,"Positif"
"1110","If you support Donald J. Trump for President in 2024....Retweet and drop your handles for follows",1,"Positif"
"1111","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/YoVfimN9Iz",-1,"Negatif"
"1112","Ye, formerly known as Kanye West, said he asked former President Donald Trump to be his running mate in 2024. https://t.co/TP1jAt5eVP",0,"Netral"
"1113","Things are getting interesting... | DUPREE

https://t.co/O1pdNUzoNt",0,"Netral"
"1114","Mar-A-Lago, where they pitched Donald Trump on being West’s running mate for the 2024 presidential election. In the video, he is seen debriefing with Fuentes and campaign staffer / fellow alt-right personality, Milo Yiannopoulos. “I walked in with intelligence,” West recounts.",0,"Netral"
"1115","Rumors Occur about President Donald Trump’s 2024

https://t.co/ExPeYSXpUH",0,"Netral"
"1116","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/6BdNhrQikt",-1,"Negatif"
"1117","Ye swipes Donald Trump in first 2024 presidential campaign video
https://t.co/vgOHBBCYxR https://t.co/BfSv1hiEKt",0,"Netral"
"1118","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/giHuUXkA1Z",0,"Netral"
"1119","Last night, Kanye announced his 2024 run for president and also gave details about his Mar-a-Lago dinner with Donald Trump, in which he seemed to drag the former president. https://t.co/2qes7DBYxD",-1,"Negatif"
"1120","@Holyscapegoat And, then he will lose to Trump.

""Former President Donald Trump holds a lead of 30 percentage points over his potential challenger, Florida Gov. Ron DeSantis, in a hypothetical 2024 Republican primary, a new poll found."" https://t.co/LGSER6exzG",0,"Netral"
"1121","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/WB3iXpjYfY",0,"Netral"
"1122","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/G5dVwuKjTr",-1,"Negatif"
"1123","Kanye West announces 2024 presidential bid with Donald Trump as vice president... Fun to watch.
#KayneWest #Trump2024 #insanity 
https://t.co/CYOp5DSphX",-1,"Negatif"
"1124","Musician and fashion designer Kanye ‘Ye’ West has said that Donald Trump was astonished at being offered the role of vice president on his 2024 presidential ticket and angrily rejected the proposal.
West confirmed that he’ll try running for the White House in two years’ time... https://t.co/akiaZaSqct",-2,"Negatif"
"1125","Bless his Heart, poor ye ye says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/oo4BJgg1zP",-2,"Negatif"
"1126","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/DddTuprFnV",-2,"Negatif"
"1127","So…I just read that Kanye “Ye” West announced his 2024 presidential bid and claimed he asked Donald Trump to be his running mate. 

  🤣I can’t stop laughing. 🤣 https://t.co/GLeUMHonES",0,"Netral"
"1128","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #losers https://t.co/CGQ7qkJp18 via @businessinsider",-1,"Negatif"
"1129","Social Update: Kanye West Says Donald Trump Hurled Insults about Kim Kardashian. Kanye West released his first video for his 2024 presidential run, and he claims Donald Trump has some super unkind things to say about his then-wife,... https://t.co/aJJeCPBVZB #tmz #theartsandus https://t.co/Vb899wVbCs",0,"Netral"
"1130","What are you most thankful for in 2022?

Fauci retiring? GOP control of the House? Elon driving Liberals crazy? Donald Trump announcing 2024?

VOTE in TODAY's @G_CURLEY POLL QUESTION:

https://t.co/NjDi5JeTe9",1,"Positif"
"1131","Kanye West claims he asked Donald Trump to be his running mate, leaving the former president ""perturbed.""
https://t.co/fd7VYrayfd",0,"Netral"
"1132","Kanye West announces 2024 presidential bid - BBC News
“He also claimed to have asked Donald Trump to be his running mate.’

He’s come completely undone. https://t.co/z93vie0MDi",0,"Netral"
"1133","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message - https://t.co/OwLY9JeaRo

CON Don Trumpty Dumpty who victimize others cry’s he’s the victim that’s BULLSHIT he should have been in prison YEARS AGO  https://t.co/fDebAvtLan",-2,"Negatif"
"1134","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/gwSQ6vQvK8",-1,"Negatif"
"1135","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/6okwLoBWMP via @Yahoo",-1,"Negatif"
"1136","Kanye West asks Donald Trump to be his vice president in 2024 https://t.co/TMlOeoVyrx",-1,"Negatif"
"1137","Former President Donald Trump barely finished announcing his 2024 election campaign before he was at the center of a controversy in Connecticut, this time in the small Litchfield County town of Washington https://t.co/VLRkE83098",-1,"Negatif"
"1138","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says. 🤣🤣🤣 https://t.co/482mYlPuxt",-1,"Negatif"
"1139","Donald Trump's fake ""2024 campaign"" is tanking already - Palmer Report https://t.co/PfaKh9Tno7",-1,"Negatif"
"1140","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/mswMfLR8Jz",-2,"Negatif"
"1141","Kanye West swipes Donald Trump in first 2024 presidential campaign video https://t.co/mK4doT7Iir",0,"Netral"
"1142","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/IGpa2se9k0",-1,"Negatif"
"1143","Ye swipes Donald Trump in first 2024 presidential campaign video https://t.co/tLBxxpadxt #FoxNews",0,"Netral"
"1144","🍿🍿🍿🍿

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago and said he would lose if he runs for president in 2024. https://t.co/usqz4EnIIt",-1,"Negatif"
"1145","@bennyjohnson Donald Trump 2024",0,"Netral"
"1146","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/H8MVkDw14z via @Yahoo",-1,"Negatif"
"1147","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires

https://t.co/DZn9n8Os5J",-2,"Negatif"
"1148","Kanye West launches campaign #Videos for 2024 presidential run, discusses Mar-a-Lago meeting with Donald Trump

-- Music, News | Omnihanded Entertainmet News: https://t.co/N4oELmObXV.

#News https://t.co/2aPrWZeOk6",0,"Netral"
"1149","Kanye West launches campaign #Videos for 2024 presidential run, discusses Mar-a-Lago meeting with Donald Trump

-- Music, News | Omnihanded Entertainmet News: https://t.co/kV70waE7LI.

#News https://t.co/CxObqcjhMz",0,"Netral"
"1150","@Malcolm_fleX48 I really don’t care who else is running in 2024. There’s only one name I’m voting for. Donald J Trump.",0,"Netral"
"1151","I knew #KanyeWest was a massive #narcissist but this is #ego #psychosis. https://t.co/T4G8B9ri7f",0,"Netral"
"1152","Kanye West says he told Donald Trump he’d make a great 2024 running mate — and the former president hit the roof
https://t.co/Apiv0oO9ks",1,"Positif"
"1153","Midterms free of feared chaos as voting experts look to 2024 (from @AP) https://t.co/YLvpMzOvmF",0,"Netral"
"1154","@Mike_Pence Donald Trump was right about one thing.  Mike Pence does not have the courage to do the right thing…..by refusing to offer his perspective to the Jan 6 committee.   I’m closing the book on Mike Pence, whom I thought my have been a good option come 2024.",3,"Positif"
"1155","#KayfabeWithKanYe

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #NewsBreak https://t.co/gzrtUBnzHP",-1,"Negatif"
"1156","Midterms free of feared chaos as voting experts look to 2024 (from @AP) https://t.co/HxYTTMsL6Y",0,"Netral"
"1157","To run for President, a candidate must get on the ballot in all 50 states. What do you want to bet that Trump does not get on the ballot for at least half the states in the union? https://t.co/2KPt1exBvD",0,"Netral"
"1158","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/ughY0AOv0z",0,"Netral"
"1159","TRUMP DEFEATED BY GENERIC CHALLENGER IN 2024
As long as it’s not Donald.
https://t.co/jVawcxRyea",0,"Netral"
"1160","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/DRjhXMjJhT",-1,"Negatif"
"1161","@GOP @RNC @Congress @Senate @SenateGOP @CongressGOP @MarALago  *Kanye West says:  Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for President....
https://t.co/wDwwDshBK4",-1,"Negatif"
"1162","@Tinkerbell0428 Whoever wrote that sounds dangerous, and should be watched close we are fighting evil like never before in our country wake up America Donald Trump, 2024",0,"Netral"
"1163","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/HrFSfMUjew via @businessinsider ..Only one thing could have made dinner at ""Mount Olympus"" Priceless..Kanye wearing an FBI dinner jacket https://t.co/2cY0QzvX23",-1,"Negatif"
"1164","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/IGaVv9Bvxm",0,"Netral"
"1165","Midterms free of feared chaos as voting experts look to 2024

'Election officials warned about poll watchers who had been steeped in conspiracy theories

...reports of unruly poll watchers disrupting voting, but they were scattered.'

#Republicans  
https://t.co/29e3jPvzqS",-3,"Negatif"
"1166","Joe Biden is a useless president I'd rather have Donald Trump as President Trump 2024 #SaveAmerica🇺🇸 https://t.co/vktkN2m3uM https://t.co/FjWKgKKOL9",-1,"Negatif"
"1167","@DWPippy David, I think it’s great that these crackerjacks will be all over the news, spewing hate, and nonsense, and reminding voters every day why they got rid of Donald Trump and his minions. They are democrats best hope for 2024!
Margie, Gym, Rapey Mcforehead,Hoebert, Biggs! https://t.co/dqMfCq5Hfb",1,"Positif"
"1168","👇 is true, except it will only happen when TFG sees he can't win 2024 GOP nomination &amp; deal will be made with any GOP frontrunner

Donald Trump will ENDORSE DeSantis in bid to avoid being prosecuted, commentator claims | Daily Mail Online https://t.co/IY1Ny3iljD #SmartNews",1,"Positif"
"1169","Ye swipes Donald Trump in first 2024 presidential campaign video
https://t.co/CEK54wOvQD

Download Now
https://t.co/0Ycze7bmwZ",0,"Netral"
"1170","Rapper Kanye West says he intends to run for US president in 2024, despite facing several scandals over his recent behaviour. He also claims to have asked Donald Trump to be his running mate. https://t.co/KitGgWqjKE",-1,"Negatif"
"1171","Their honeymoon is over.
Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/2hgf0C5qhs",-1,"Negatif"
"1172","if rappers are running around acting like they are the Illuminati? Then what are the chances this isn't a Democrat attempt at controlling in some way the Republican narrative? This is even more obvious than it is stupid to have a million pairs of shoes. 
https://t.co/37KHDwzZys",0,"Netral"
"1173","I can't-- 
😂😂 ye asked trump to be his VP. 😂😂

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago and said he would lose if he runs for president in 2024. https://t.co/X6QM9ti65f",-1,"Negatif"
"1174","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/oQPBAg3ncQ",-1,"Negatif"
"1175","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/esYL2BKaS5 HE WILL WIN IF THE VOTING IS GOING TO BE IN PERSON ONLY.",0,"Netral"
"1176","Even Donald Trump’s Closest Allies Are Reportedly Terrified The Thundering Public J6 Hearings Have Already Destroyed The Ex-President’s Chances In 2024
#FridayFeeling #FridayMotivation #FridayThoughts
https://t.co/mlO63X99pl",0,"Netral"
"1177","GOP Sen. Lindsey Graham had a surprising response about whether he'd endorse Donald Trump for a 2024 run. https://t.co/J8sD3srK1f # via @HuffPostPol",1,"Positif"
"1178","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/WB9lZ85ea7",-1,"Negatif"
"1179","This week's Q&amp;A is online! I answered questions on:
—Elon Musk and Twitter
—the Club Q shooting
—Donald Trump
—2024 Democratic presidential candidates
—public figures screwing up America
—much more! https://t.co/EkNwA4maiu",0,"Netral"
"1180","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago and said he would lose if he runs for president in 2024. https://t.co/PCtvt3kniw",-1,"Negatif"
"1181","@Jchristiankehoe @JudicialWatch @TomFitton Ok whatever that means, I will vote on Election Day 2024 for Donald J Trump.",0,"Netral"
"1182","@RBReich This same structure existed under DONALD TRUMP 2024!, without the inflation. So you don’t have to go any deeper than the incompetent Biden admin",-1,"Negatif"
"1183","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/lXMt2itsse via @Yahoo And the reason for this LONG nothing Story, is what Exactly.",-1,"Negatif"
"1184","He's been a loser since the day he was conceived.
""Thank 'gawwwd.'""

Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/OmL8OCFa5V https://t.co/KTqGkH18sI",-1,"Negatif"
"1185","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/TAgstbRr0u",0,"Netral"
"1186","Inside Ivanka &amp; Jared's gilded Florida paradise - far from Donald Trump or 2024 https://t.co/nKdr9sl3Hm",1,"Positif"
"1187","Donald Trump Didn’t Clear the 2024 Field. His Campaign Is Smiling. - https://t.co/PkJn5GgGrM",0,"Netral"
"1188","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/3ImSW2KiLU",-1,"Negatif"
"1189","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/VVNrwJfTVq via @Yahoo",-1,"Negatif"
"1190","""Donald Trump ""really impressed"" by Holocaust denier Nick Fuentes—Kanye West."" Trump had dinner with Nick Fuentes-an open white supremacist and anti-Semitic Holocaust denier. Trump is the leading candidate for GOP in 2024. Media must cover this more!! https://t.co/wEWe6G9dmq",1,"Positif"
"1191","Kanye West swipes Donald Trump in first 2024 presidential campaign video https://t.co/JV0EMfpnLg via @nypost",0,"Netral"
"1192","Ye swipes Donald Trump in first 2024 presidential campaign video

https://t.co/poA4PjPLsw",0,"Netral"
"1193","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/tcepptqflB",0,"Netral"
"1194","President Donald Trump Waves The Flag On 2024                                   

https://t.co/Ae5AqLroue",0,"Netral"
"1195","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/TBXvhArVUe #SmartNews",-1,"Negatif"
"1196","Kanye 'Ye' West has claimed that Donald Trump had angrily rejected the role of vice president on his 2024 presidential ticket.",-3,"Negatif"
"1197","The rats are biting at each other.

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/LnK8eSnPFk #SmartNews",-2,"Negatif"
"1198","One setback after another for Donald Trump – but does it really matter? https://t.co/8pNZVYbgQw",-1,"Negatif"
"1199","Kanye West asked former President Donald Trump to be his vice president for his 2024 presidential campaign at a dinner at Mar-a-Lago, West said in a video he published to his Twitter account on Friday morning. 

Any Thoughts???? 

#KanyeWest #DonaldTrump #Ye24 #Lovelytitv https://t.co/6C49c4lQMk",-1,"Negatif"
"1200","What a cluster phuck these two are. Kanye West says trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #NewsBreak https://t.co/dizNLLetgm",-1,"Negatif"
"1201","‘I am a victim’: How ‘victimhood’ remains the centerpiece of Trump’s message https://t.co/t56fjbcXL8 https://t.co/t48Qu8bVJn",0,"Netral"
"1202","Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/8NKVliC1yw #lol",0,"Netral"
"1203","I'm so here for this narcissistic battle of the unbalanced maniacal egos.

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president

https://t.co/tu6lbsUkNg",-2,"Negatif"
"1204","Inside Ivanka &amp; Jared's gilded Florida paradise - far from Donald Trump or 2024

UBO: Although a successful return to the White House could add even more millions to their wealth, Ivanka &amp; Jared seem ready to avoid Daddy at all costs.

https://t.co/18K9bfPVyT https://t.co/8VZWKgcKma",3,"Positif"
"1205","Hope that you both of you @BarackObama and @MichelleObama are continually having an amazing Thanksgiving weekend.

I feel like sharing the following. Even though I don’t care and am not bothered about Donald Trump running again in 2024 or being back on Twitter, know what I can’t",1,"Positif"
"1206","Midterms free of feared chaos as voting experts look to 2024
#Midterms2022
#Court
#StateLaws
#Politics
#VoterSuppression 
#Democrats
#GOP
#Senate 
#Congress
#JoeBiden
#HerschelWalker
#RaphaelWarnock 
#VotingRights
#HR1
#DOJ
https://t.co/pnjK3xm2ZP",0,"Netral"
"1207","#SolanaAirdrops  Donald Trump in the White House 2024
Former President Donald Trump, aiming to become only the second commander-in-chief ever elected to 
https://t.co/XbPV3dlB9U",0,"Netral"
"1208","Kanye announces he’s running for President in 2024. 
And wants Trump to be his running mate!
I’m not sure Donald will go for that.😂",0,"Netral"
"1209","2024: Kanye West Reveals What Donald Trump Told Him After He Asked The Ex-US President to Be His Running Mate https://t.co/kK5B6GctOY",0,"Netral"
"1210","Kanye West swipes Donald Trump in first 2024 presidential campaign video https://t.co/JJL2JN1Kbr",0,"Netral"
"1211","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/IkgKMXoTvA via @Yahoo These two are cartoon characters in search of a cartoon",-1,"Negatif"
"1212","When Fox news cut away from his announcement, he was running for president in 2024 it became plain that many conservatives are ready to move on from the c on man Donald J Trump",1,"Positif"
"1213","BREAKING: Ye has announced his 2024 presidential bid, running against Donald Trump and Ron Desantis.

The republican party is worried that this will split the antisemitic vote.

And then there's no telling who the other 20% of the party will support.",-2,"Negatif"
"1214","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #SmartNews  https://t.co/1FPMVx111I",-1,"Negatif"
"1215","2024: Kanye West Reveals What Donald Trump Told Him After He Asked The Ex-US President to Be His Running Mate👇🏿🔥
.
 https://t.co/LEIibvqQjn",0,"Netral"
"1216","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president #NewsBreak https://t.co/eAMPQcCct6",-1,"Negatif"
"1217","Donald Trump’s fake ""2024 campaign"" is tanking already https://t.co/mUuaHSKcmO via @PalmerReport",-1,"Negatif"
"1218","Kanye West swipes Donald Trump in first 2024 presidential campaign video https://t.co/5Q5iq9qI7R via @nypost",0,"Netral"
"1219","2024: Trump told me I would lose, Kanye West reveals
---
 American rapper, Kanye West, has revealed that former United States president, Donald Trump, told him he would lose if he contested the 2024 presidential polls.
READ HERE- https://t.co/5otejUEhZZ",-1,"Negatif"
"1220","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/3UNoDl1vOV have mercy",0,"Netral"
"1221","… “ Trump’s  ‘fake  2024’  campaign tanking…”                                            https://t.co/Iv5gOJ6sK3 via @PalmerReport",0,"Netral"
"1222","… “ Trump’s  ‘fake  2024’  campaign tanking…”                                            https://t.co/xo7G8bVmGT via @PalmerReport",0,"Netral"
"1223","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/KnmaI1P7lL",-1,"Negatif"
"1224","Midterms free of feared chaos as voting experts look to 2024 (from @AP) https://t.co/WnyifJ3JCA",0,"Netral"
